book_a;book_b;count
0452280621;0156027321;5
0836218620;0836221362;5
0385319207;0316666343;5
0345389964;0679745203;5
0345452550;0345452534;5
0393319296;0385504209;5
0425136981;0425118703;5
0425136981;0425107469;5
0375705171;0446391301;5
044652087X;0312195516;5
0441004520;0345423402;5
0553582127;042518630X;5
0446519138;0060976845;5
0425116840;0440224764;5
0553268449;0553289691;5
038548951X;0345384466;5
0743469801;0060987103;5
0345335465;0345313860;5
0553581554;0316666343;5
0345424719;0156027321;5
0451180410;0316666343;5
0671729462;0440211727;5
0374129983;0446532231;5
0553571885;0553561618;5
0553582526;055356451X;5
0425168298;0425182878;5
0060198133;0312195516;5
0375703063;0142000205;5
034540288X;0440206154;5
038542017X;0312195516;5
0312282990;0671003755;5
0060958022;0385504209;5
0451190521;0670835382;5
034540288X;0440222656;5
0451209907;0767900383;5
0670813028;0385199570;5
0399143947;0440214041;5
0440204194;0440221595;5
1880418568;0451156609;5
0671741187;059035342X;5
0440236738;0440236703;5
0060199652;0679781587;5
034541389X;0446611212;5
0446525537;059035342X;5
0345350685;0312195516;5
0312282990;0140293248;5
0345339711;0064407667;5
0553572326;0446606189;5
0446609323;0440220602;5
0316781142;0446605239;5
014100018X;0060938455;5
034541389X;0446610038;5
0440487617;0553296981;5
034541389X;0446612790;5
034540288X;0440213525;5
0399143947;0399146253;5
0425137562;0316666343;5
0449006522;044023722X;5
034541389X;0446605484;5
0553260111;0312924585;5
0446343455;0316666343;5
0399143947;0684195984;5
0061015725;0060930535;5
014100018X;0060502258;5
1573227331;1573228214;5
0446611085;0312195516;5
0451191145;0316769487;5
0345444884;0385199570;5
0771060548;0312195516;5
038531258X;0316666343;5
0316777722;0452282829;5
015602943X;0385504209;5
0743411323;0316666343;5
0399143947;0399142851;5
038531258X;0312983867;5
0440176484;059035342X;5
0316781266;0316601950;5
0877017883;043935806X;5
0064472272;0375706771;5
0399150439;0316603287;5
0425137562;0380718332;5
0553573616;0316666343;5
0399150439;0385510438;5
0671525743;0671705091;5
038533656X;0743418204;5
0312978383;0312924801;5
0671705091;0671525743;5
0446602612;0312195516;5
0316666009;0399145087;5
0670892963;0060392452;5
0425147363;0425151875;5
0671014196;0446531332;5
0440236053;0312980140;5
0440236053;0312976275;5
0446527785;0446609404;5
055357230X;0061009059;5
0064407691;0786817070;5
038531292X;0515136530;5
0679457526;0679781587;5
0670892963;0449910571;5
0805059555;0805019375;5
0671004530;0743439740;5
0345413881;055357230X;5
0440414806;0439136350;5
0671028375;1400034779;5
0767915054;0375726403;5
0345413881;0553285920;5
0767915054;0375727345;5
0425158632;0425143325;5
0440200563;0671534718;5
0345413881;0553279556;5
0743412028;0971880107;5
0743418204;0345438329;5
055357230X;0345413881;5
0380978415;1400034779;5
0399148027;0375727345;5
0553289691;0385722206;5
0312978383;0312195516;5
0380018179;0446606812;5
0743454529;1931561648;5
0316782262;0312278586;5
0064471047;0671001795;5
0553572326;0446610038;5
0743203631;0786868716;5
0679457526;0767902521;5
0446609323;044023722X;5
0553578022;0553579983;5
0671617028;059035342X;5
0440200563;0671695169;5
034540761X;0385504209;5
0446609323;0446607657;5
0440215625;0440235596;5
0553575538;0553583468;5
0446609323;0440225701;5
0670813028;0451156609;5
0440176484;0440111811;5
0451162072;0451161351;5
0553560247;055356773X;5
0446607711;0440241073;5
038542017X;0439064864;5
0399149848;0373218192;5
0451162072;0451160525;5
0375701907;0449005615;5
0399149392;0515121843;5
0142002267;0060928336;5
0345413377;0440418321;5
0743211375;0345384369;5
0399149848;0373218966;5
0451162072;0451156609;5
0553560247;0553572040;5
0345334531;0345397819;5
038542017X;0440212561;5
0399149848;0316666343;5
0451190572;0684853507;5
0842342702;0842329242;5
0446607711;0440221471;5
0385474016;0679734775;5
193156146X;0312278586;5
0060248025;0439136350;5
0743245520;0446527041;5
0842342702;0842329129;5
0375706410;0060987103;5
0440176484;0385504209;5
0399149392;0553295977;5
0380818973;0140293248;5
067169507X;0446672211;5
0399144463;0446605239;5
0425137562;0425141233;5
0670813028;0743211383;5
0140280553;0156027321;5
0399149392;0515136379;5
0449006522;0449006530;5
034530988X;0451156609;5
1558531025;039480001X;5
0060958022;0060987529;5
0345413377;0345413350;5
0440217520;0553280368;5
0316781142;067976402X;5
0385474016;0671003755;5
014034294X;0439139597;5
0399149392;0515128546;5
0743206029;0385472951;5
0345378482;0440211727;5
0743437640;0312983867;5
0553573403;0440215625;5
0312983298;0312983867;5
0553580191;0425121259;5
0553572040;0553560247;5
0345378482;0440206154;5
0449006522;0440213525;5
0375502238;0440222656;5
0446611085;0786868716;5
0316780375;0345313860;5
0802139256;0671001795;5
0061097101;0385720106;5
0743211375;0451156609;5
0425150143;044021145X;5
0553572040;055356773X;5
042513699X;067976402X;5
0345444884;0451180232;5
0373250126;0385335881;5
1558743316;1558744150;5
0743206029;0399148639;5
0451161351;0440211727;5
0399142851;0399143947;5
034541389X;0452269571;5
0552998486;0060958022;5
014100018X;0312278586;5
0743437640;0316666343;5
0064472272;0385335482;5
0451161351;0451155750;5
0451161351;0451156609;5
0060199652;0553277472;5
0553572040;0553574639;5
0312978383;0842329129;5
0399150897;0316693200;5
0345444884;0451156609;5
0446525537;0439064872;5
0451161351;0451168615;5
0451161351;0451169522;5
0451161351;0451169530;5
0679731725;0316666343;5
0553579983;0553578022;5
0553299506;0553568701;5
0425152898;0425182878;5
0425137562;0380718340;5
0345413873;0449003787;5
0771060548;0375707972;5
0316781266;014029628X;5
0399150897;0316693006;5
0316780375;0316781266;5
0446525537;0446520802;5
0446525537;0446525502;5
038531258X;0060987529;5
0446525537;0446527793;5
0446525537;0446531332;5
038531258X;0060987103;5
0380817691;0316666343;5
0440180295;0446310786;5
0446525537;0446523569;5
1573228214;0316666343;5
0805036377;0553271636;5
0805063889;0399501487;5
0440180295;0440998050;5
0380817691;0345413881;5
042510107X;044021145X;5
0399148027;0670894605;5
0743206029;0316693200;5
042510107X;0425180964;5
0451173139;0451166892;5
038531292X;067164257X;5
0451173139;0440211727;5
0440940001;0380002930;5
0553572326;0553572202;5
0375401598;0679454489;5
038531258X;0688177751;5
0156006529;0142001430;5
0375706062;0312195516;5
0451190556;0670835382;5
0375401598;0679454470;5
0316666009;0375504397;5
0345441036;0316096199;5
042510107X;0425109720;5
042510107X;0425083837;5
0671004530;0671758896;5
0671004530;0671793489;5
0804105820;0385504209;5
0553380095;0425162443;5
0451173139;0440220602;5
0671004530;0671867156;5
067164257X;0671534734;5
0671701231;044021145X;5
067164257X;0671670689;5
1931561648;0385504209;5
042510107X;0425143325;5
055328942X;0553250531;5
0451197747;0446605239;5
055328942X;0553289411;5
0451173139;044021145X;5
0425158640;0441569595;5
1573225517;1573229326;5
1558745157;0525945210;5
042510107X;0345370775;5
0140440046;0316666343;5
0743412028;0312305060;5
0671525743;0425189031;5
0671525743;042518630X;5
0451197747;0446672211;5
0440439884;0312195516;5
0671014196;0446672211;5
0060935464;0786868716;5
0375705198;0060934417;5
0553578308;0553560247;5
0552147680;0552134643;5
0440213290;0440223202;5
055357230X;0449219364;5
038531292X;0385315309;5
0380977788;0786817070;5
0553211404;0345342968;5
0679459618;0679459626;5
0553292722;0425151867;5
0312282990;0375706410;5
055357230X;0449219461;5
0836218787;0836218221;5
0345339711;044021145X;5
0440127793;0316666343;5
0553576801;0553576798;5
0440127793;0316776963;5
0515102636;0553294903;5
0380973650;0385504209;5
0440200563;0440224780;5
0446527793;0786868716;5
0440940001;0060987529;5
0440940001;0060976845;5
0553294903;0373483503;5
0671525743;0553572997;5
0836218787;0836204387;5
0399146431;0684874350;5
0380977788;0679781587;5
0375406530;0060929790;5
0380018179;0345370775;5
0446530077;0316096199;5
0515102636;067164257X;5
006099486X;0316666343;5
0440213290;0440221595;5
0811802981;0142001740;5
0451203895;0446606812;5
0446530077;0312278586;5
0375400117;0375706771;5
0670892963;0399146431;5
0670892963;0316776963;5
0446322180;0312195516;5
0425158594;0451172817;5
0515126489;0446610038;5
0345348036;0060976845;5
0375406530;006019491X;5
0399147128;0553265741;5
0399147128;0515136530;5
1400032717;0316569321;5
0440200563;0440111811;5
0743467523;0671793489;5
0553576801;0446612545;5
0399147128;0515128546;5
0375400117;0385265700;5
0440213290;0440207770;5
0440213290;0440122090;5
0553576801;0446601241;5
0399147128;0515121843;5
0425158594;0425142485;5
0380018179;0312976275;5
0451203895;0316666343;5
0451203895;0316601950;5
0380018179;0515127833;5
015600710X;0316601950;5
0671011367;0440213525;5
0399146253;0385504209;5
0440200563;0316666343;5
038082101X;0679751521;5
0064410129;0064407683;5
0446609323;0446610038;5
0446609323;0446613266;5
0425147517;034539657X;5
0425147517;0345384350;5
0446609323;0446612790;5
0671011367;0440206154;5
0380978415;0679781587;5
006099486X;0345361792;5
0671743058;0375706771;5
0552147680;0552134619;5
0142002267;1400034779;5
0385472943;0440214041;5
0399146253;0399143947;5
0316969443;0671693816;5
0064410129;0064407675;5
0440236703;0061009059;5
0061097853;0061092886;5
0842329269;0842332278;5
0679459626;0679459618;5
0399146431;0060173289;5
0671880314;0446365386;5
0874776945;0060392452;5
052594527X;0375727345;5
0553578022;0440241073;5
0425189864;0425132048;5
0425147517;0451181379;5
0553572326;0425182908;5
0440940001;0385505833;5
0385472943;0385490992;5
0552147680;0552124753;5
0671776134;0688177751;5
0553572326;0440213525;5
0671695169;0671729462;5
0440940001;0375726403;5
0399146431;0060199652;5
0552147680;0552128481;5
0553289691;0553268449;5
0811801802;0671001795;5
0805062971;0140067477;5
0316777730;043935806X;5
0671617028;0671864173;5
042516098X;0425169863;5
042516098X;0425158616;5
0451205421;0440211727;5
0312995423;0312265859;5
0060934719;0380789019;5
1573227331;0060987103;5
0440236703;0375727345;5
0440236053;0440225825;5
0140440046;0316769487;5
0671525743;0440214041;5
067164257X;0515102636;5
0743437640;0515136379;5
0425083837;042510107X;5
0439404371;059035342X;5
0156005891;0671001795;5
042516098X;0380717018;5
038531258X;0679781587;5
0671014196;0842329129;5
0399148027;0743237188;5
0425083837;0425109720;5
0345409671;0451173317;5
0156005891;067976402X;5
140003180X;0316666343;5
0671743058;0451172817;5
0553578316;0743418174;5
1573225517;0446310786;5
0449006530;042518286X;5
042516098X;0316693235;5
042516098X;0316666343;5
0451205421;0345413903;5
0446532452;0446610399;5
0425163385;0446610038;5
0671741195;0440211727;5
0440236738;0312983867;5
1558531025;0439064872;5
0670813648;0525941908;5
0312282990;1400031354;5
0061097101;0743418174;5
1558743316;0446310786;5
0670813648;0670858692;5
0440439884;0671027360;5
0670869902;0316666343;5
0312974256;0316666343;5
0671758896;0671793489;5
067088300X;0375707972;5
0316969443;044023722X;5
067088300X;0375725784;5
0446608890;0385504209;5
0345413873;055357227X;5
0061097314;0060930535;5
0312282990;0060188731;5
0064400042;0439064864;5
0671758896;0671701231;5
0671758896;0671004530;5
0670813648;0670844527;5
0446610542;0385504209;5
0385474016;0440211727;5
0061097101;0684872153;5
1573227331;0452282152;5
0670813648;0670855030;5
0142002267;0312195516;5
067164257X;0515136379;5
0446527017;0385490992;5
0375502238;0451409973;5
0671042262;0345413881;5
0060256656;0060248025;5
0515124893;0515122734;5
0679751602;0312966970;5
0312282990;006000438X;5
0425153975;044021145X;5
0140280553;0385722206;5
0375401601;0679454470;5
0345444884;0684853515;5
0425152251;0399501487;5
1551665301;0316666343;5
0553573209;0553583980;5
0425166619;0451177096;5
0345444884;0743211383;5
1573221937;0743418174;5
0385420161;0140293248;5
0060199652;0385484518;5
015100692X;0316666343;5
0671744216;0373483503;5
0671744216;0671003364;5
0446600474;0312278586;5
0399142282;0425175405;5
0060199652;0385722206;5
0345318854;0345338588;5
0805036377;0399147195;5
0380820293;014028009X;5
0679454470;0375401598;5
0061097101;059035342X;5
0812511816;0345370775;5
0375411550;0142000205;5
0670813648;0684853507;5
0064471101;0060987103;5
0399144463;0684874350;5
0446532452;0142001740;5
0679751602;0312195516;5
0142002267;0140293248;5
0671758896;0671014919;5
0345314255;059035342X;5
0375504613;0385722206;5
0679454470;0375401601;5
038542017X;067976402X;5
0553280589;067976402X;5
0345413873;044023722X;5
0802139256;0375706771;5
0441790348;0061000027;5
0802139256;0375727345;5
0446525502;067976402X;5
0345370805;0385482388;5
0425153975;0380710218;5
0446607711;0425163407;5
0425166619;0446609404;5
157322930X;0743418204;5
087113795X;0375726403;5
0312978383;0671510053;5
0671028375;044021145X;5
0671705091;0373484410;5
0886773520;0345337662;5
0671014919;0671793489;5
0399149155;0312971346;5
0679454470;034538475X;5
067088300X;0316666343;5
0399149155;0312966970;5
0440217520;0449221490;5
0060248025;0679781587;5
0399149155;0671027360;5
0312974256;0312980159;5
0399149155;0312966091;5
0515090506;0515102652;5
0446610542;0316601950;5
0811801802;014028009X;5
038542017X;1558745157;5
0385474016;0553280341;5
0451162072;067102423X;5
0425153975;0345386108;5
0380818973;0446672211;5
0446610542;0440241162;5
1558745157;0842329129;5
042510687X;0743418174;5
0679751602;0440226430;5
0440202043;0312924801;5
0552142379;0552131059;5
0515090506;0515087122;5
0385474016;0449212602;5
0688170528;0670894605;5
0743211375;0312195516;5
0671016652;0312195516;5
0425153975;0425124347;5
1573229571;0385335482;5
0425163385;0425132048;5
0765341972;0553579754;5
042510687X;0451184963;5
0446610542;0312966970;5
0553260111;0345417623;5
0446610542;042518630X;5
044922046X;0553574671;5
0142002267;0312278586;5
0446527017;0316693235;5
0345413873;0553280341;5
0770422632;0316666343;5
0552142379;0552131067;5
0515090506;0515090174;5
0425163385;0425121631;5
0553560247;0425147622;5
067088300X;0312278586;5
0451190572;0451176464;5
0399149325;0312195516;5
0812511816;0345313860;5
0446602620;044023722X;5
1558531025;0425147622;5
0743203631;0440241073;5
0811801802;0060987103;5
0553574574;0312976275;5
0451208765;0446610038;5
0399149325;0449212602;5
0743211375;0060928336;5
0375502238;0452282152;5
0380703882;0316666343;5
0316678104;0385504209;5
0670813648;0684867621;5
0440174643;0679781587;5
0553574574;0440221471;5
0671705091;0373483503;5
0385421982;0316693200;5
0679751602;0060987103;5
0553574574;0060987561;5
0446602620;0425179885;5
0679751602;0375727345;5
0373250126;0446672211;5
0671014919;0671758896;5
0679454470;0345337662;5
0156028778;0060987103;5
0553574574;0440222656;5
0805063889;0060392452;5
0142002267;015100692X;5
0553560247;0425154092;5
0679454470;0345351525;5
0671014919;0671888587;5
1558745157;0446605239;5
0399148639;0743206029;5
0156028778;0375727345;5
0385420161;0312195516;5
0440224624;0452282829;5
0060199652;0345361792;5
1878424319;0385484518;5
0451161343;0451169522;5
0446600474;0385335830;5
0451161343;0451177096;5
0836221362;0836218353;5
0316693251;0446610038;5
0446606383;0380718340;5
015100692X;0142002267;5
0743412028;0385484518;5
0446525502;0446525537;5
0446525502;0446527785;5
0446525502;0446527793;5
0553573136;044022165X;5
0679731725;0446310786;5
1558744630;155874262X;5
0553573136;0316666343;5
002542730X;0060987103;5
0373250126;0316666343;5
0765341972;0385505833;5
0425151867;0553569031;5
0553573136;0345337662;5
0552140287;0552131067;5
0425151867;055356451X;5
0440180295;0345361792;5
0671744216;0515126772;5
0451161343;0451163524;5
0805063889;067976402X;5
0670032379;068484477X;5
0743245520;039914840X;5
055356773X;0553560247;5
0553580221;042513525X;5
0553580221;0425121259;5
0345413873;0425163407;5
0140179836;0316666343;5
0767903382;0449005615;5
0451191013;0671042858;5
0553580221;0425142485;5
0446607711;0804114986;5
0440217563;0142001740;5
0802139256;0060987529;5
0345413873;0345413903;5
0802139256;0061009059;5
0440223202;0679781587;5
0440180295;0345313860;5
0553580221;0425153975;5
0399142282;0316693200;5
0842332278;0842329269;5
0743206029;0684835959;5
0451162072;0345370775;5
0446532452;0446611867;5
0743203631;0385720106;5
0446607711;0446606324;5
0140119906;0060929871;5
0842332278;0842329250;5
0451209907;0440235596;5
0399144463;0385484518;5
0399149848;051513287X;5
067169507X;0316666343;5
0670813028;0670851086;5
0670813028;0670858692;5
0743206029;0684810395;5
0380817691;0446611212;5
0140119906;0060929790;5
0060248025;0060256656;5
0743206029;0385497466;5
067088300X;0060987103;5
0671042262;034540288X;5
1573228214;1573227331;5
0425151867;0553292722;5
015100692X;0060392452;5
0399142282;0316666343;5
0399144463;0439064864;5
0345443683;0446672211;5
0140280553;0060987103;5
0316603570;0385510438;5
0553560247;0553578308;5
0451209907;0440211263;5
0156028778;0786868716;5
0140177396;0684801523;5
0060248025;0060256737;5
0451161343;0671039741;5
015100692X;0609804138;5
0060932759;0452282152;5
0446606383;0446601241;5
0515090174;0553279912;5
0743211375;0451184963;5
0446606383;0446603716;5
0515090174;0515102652;5
0553348973;0375727345;5
0515090174;0515090506;5
0385420161;044651652X;5
038529929X;059035342X;5
0345413873;0312983867;5
0060199652;0399146431;5
0345318854;034530988X;5
0679731725;0385484518;5
0553573136;080410526X;5
0671744216;0671027573;5
042513699X;0385498802;5
0380815923;0385504209;5
0316779490;0316666343;5
0553580191;0553582755;5
0446525537;0312278586;5
